user_id,risky,moderate,conservative
3.054492082825005e+18,0,0.14100781445445626,1
5.751169814796189e+17,0,0.14100781445445626,1
5.847405758135729e+18,0.28205584331848127,0,0.18495464665862685
2.127264703013224e+18,0.28205584331848127,0,0.18495464665862685
8.903930229075015e+18,0,0.14100781445445626,1
6.547764693566234e+18,0.28205584331848127,0,0.18495464665862685
4.3215224342916966e+18,0.28205584331848127,0,0.18495464665862685
9.043136402702601e+18,0.28205584331848127,0,0.18495464665862685
6.661145691389424e+18,0.28205584331848127,0,0.18495464665862685
6.093715395697543e+18,0.28205584331848127,0,0.18495464665862685
8.513206336625769e+18,0.28205584331848127,0,0.18495464665862685
8.748243926887345e+18,0.28205584331848127,0,0.18495464665862685
3.056024421958664e+18,0.28205584331848127,0,0.18495464665862685
3.3013501475412275e+17,0.28205584331848127,0,0.18495464665862685
3.164990044680677e+18,0.28205584331848127,0,0.18495464665862685
8.715309514093198e+18,0.28205584331848127,0,0.18495464665862685
8.733505787487558e+17,0,0.14100781445445626,1
2.487339846238611e+18,0,0.14100781445445626,1
3.674239996466753e+18,0,0.14100781445445626,1
3.024182430494115e+18,0.28205584331848127,0,0.18495464665862685
7.441128223914556e+18,0.28205584331848127,0,0.18495464665862685
8.734814479167764e+18,0.28205584331848127,0,0.18495464665862685
8.251038202000341e+18,0.28205584331848127,0,0.18495464665862685
1.314955386575716e+18,0.28205584331848127,0,0.18495464665862685
5.2172783763324166e+17,0,0.14100781445445626,1
3.886557433448149e+18,0.28205584331848127,0,0.18495464665862685
6.462478664968928e+18,0.28205584331848127,0,0.18495464665862685
3.0412647657669115e+18,0.28205584331848127,0,0.18495464665862685
4.2657965775909376e+18,0,0.14100781445445626,1
6.922271686080055e+18,0.28205584331848127,0,0.18495464665862685
5.247595405660319e+18,0,0.14100781445445626,1
7.850240307799629e+18,0.28205584331848127,0,0.18495464665862685
1.035024586606994e+18,0.28205584331848127,0,0.18495464665862685
5.802497950168494e+17,0,0.14100781445445626,1
6.53006260909911e+18,0.28205584331848127,0,0.18495464665862685
8.146975234249726e+18,0,0.14100781445445626,1
5.036787743995433e+18,0.28205584331848127,0,0.18495464665862685
3.75266549355512e+18,0.28205584331848127,0,0.18495464665862685
1.2364559603363392e+17,0.28205584331848127,0,0.18495464665862685
8.41741624385495e+18,0.28205584331848127,0,0.18495464665862685
4.307519199937344e+18,0,0.14100781445445626,1
6.106802321585335e+18,0.28205584331848127,0,0.18495464665862685
2.689169453877261e+16,0.28205584331848127,0,0.18495464665862685
8.70701951653044e+18,0,0.14100781445445626,1
3.803154568803812e+18,0.28205584331848127,0,0.18495464665862685
7.036745156985881e+18,0.28205584331848127,0,0.18495464665862685
3.9828545233017247e+18,0.28205584331848127,0,0.18495464665862685
1.0933256079142848e+18,0,0.14100781445445626,1
2.205382911701388e+17,0.28205584331848127,0,0.18495464665862685
3.7200784073439514e+18,0.28205584331848127,0,0.18495464665862685
4.84852990750407e+18,0.28205584331848127,0,0.18495464665862685
2.659167579470414e+18,0.28205584331848127,0,0.18495464665862685
2.5729654314365046e+18,0.28205584331848127,0,0.18495464665862685
1.1118990604925549e+17,0.28205584331848127,0,0.18495464665862685
4.036456820212419e+18,0,0.14100781445445626,1
3.230814994587868e+18,0.28205584331848127,0,0.18495464665862685
1.563915795182036e+18,0,0.14100781445445626,1
8.784474456209559e+18,0,0.14100781445445626,1
3.1019347357888553e+18,0.28205584331848127,0,0.18495464665862685
7.435479242717133e+18,0.28205584331848127,0,0.18495464665862685
2.3650877157381094e+18,0,0.14100781445445626,1
9.206888530534515e+18,0,0.14100781445445626,1
2.463367198384973e+18,0,0.14100781445445626,1
9.117741133425624e+18,0.28205584331848127,0,0.18495464665862685
3.4018997608462423e+18,0.28205584331848127,0,0.18495464665862685
5.796509652554827e+18,0.28205584331848127,0,0.18495464665862685
7.020442356776892e+18,0,0.14100781445445626,1
7.109434848848232e+18,0.28205584331848127,0,0.18495464665862685
5.391337608450488e+18,0.28205584331848127,0,0.18495464665862685
2.3041266055399089e+18,0,0.14100781445445626,1
5.204609814197803e+18,0.28205584331848127,0,0.18495464665862685
5.383616238552088e+18,0,0.14100781445445626,1
5.220391571299415e+17,0.28205584331848127,0,0.18495464665862685
7.36779431039424e+18,0.28205584331848127,0,0.18495464665862685
2.6420257749643576e+18,0.28205584331848127,0,0.18495464665862685
2.7597412055028536e+18,0,0.14100781445445626,1
1.28817170303587e+18,0.28205584331848127,0,0.18495464665862685
6.893536109938253e+18,0.28205584331848127,0,0.18495464665862685
7.385801414108282e+18,0,0.14100781445445626,1
3.8209264831116257e+18,0.28205584331848127,0,0.18495464665862685
5.914958435443166e+18,0.28205584331848127,0,0.18495464665862685
5.370449296562499e+18,0.28205584331848127,0,0.18495464665862685
5.458858476618279e+18,0.28205584331848127,0,0.18495464665862685
1.7823489165383695e+18,0,0.14100781445445626,1
2.224821215851218e+18,0.28205584331848127,0,0.18495464665862685
5.0273703516157274e+17,0.28205584331848127,0,0.18495464665862685
2.9612680068848374e+18,0,0.14100781445445626,1
5.289862237715561e+18,0.28205584331848127,0,0.18495464665862685
8.309811680788529e+18,0.28205584331848127,0,0.18495464665862685
8.560333417977946e+18,0.28205584331848127,0,0.18495464665862685
6.481244043343829e+18,0.28205584331848127,0,0.18495464665862685
1.5530631238486758e+18,0.28205584331848127,0,0.18495464665862685
1.5867945433264453e+18,0,0.14100781445445626,1
8.055616413611694e+17,0.28205584331848127,0,0.18495464665862685
2.842241740950957e+18,0.28205584331848127,0,0.18495464665862685
4.673157252559449e+18,0.28205584331848127,0,0.18495464665862685
1.86676552310878e+18,0,0.14100781445445626,1
5.260297315693977e+18,0.28205584331848127,0,0.18495464665862685
4.527166643766644e+18,0,0.14100781445445626,1
4.82826834391398e+18,0.28205584331848127,0,0.18495464665862685
2.6534861778364836e+18,0,0.14100781445445626,1
1.2112950981123663e+18,0.28205584331848127,0,0.18495464665862685
6.192269802316761e+18,0,0.14100781445445626,1
8.061477975911168e+18,0.28205584331848127,0,0.18495464665862685
5.154678211870982e+18,0,0.14100781445445626,1
3.422101229527247e+18,0.28205584331848127,0,0.18495464665862685
8.694149290756445e+18,0.28205584331848127,0,0.18495464665862685
3.6327341992089815e+18,0,0.14100781445445626,1
6.235768383742049e+18,0.28205584331848127,0,0.18495464665862685
5.781856362968076e+18,0.28205584331848127,0,0.18495464665862685
3.935191809919137e+18,0.28205584331848127,0,0.18495464665862685
1.2516936360268088e+18,0.28205584331848127,0,0.18495464665862685
7.220257393549534e+18,0.28205584331848127,0,0.18495464665862685
8.661627519700398e+18,0.28205584331848127,0,0.18495464665862685
2.31725168623519e+18,0.28205584331848127,0,0.18495464665862685
1.610153563727132e+18,0.28205584331848127,0,0.18495464665862685
6.512947367350548e+18,0.28205584331848127,0,0.18495464665862685
6.342330586717724e+18,0.28205584331848127,0,0.18495464665862685
4.484271813518977e+18,0,0.14100781445445626,1
7.596179166821045e+18,0.28205584331848127,0,0.18495464665862685
5.070885334420688e+18,0,0.14100781445445626,1
4.064552032699735e+18,0,0.14100781445445626,1
5.492407463231e+18,0,0.14100781445445626,1
3.7857407593038336e+18,0.28205584331848127,0,0.18495464665862685
4.209026203938332e+17,0.28205584331848127,0,0.18495464665862685
8.42425560213481e+18,0.28205584331848127,0,0.18495464665862685
3.587396016902241e+18,0.28205584331848127,0,0.18495464665862685
2.723870810699751e+18,0,0.14100781445445626,1
5.790541451516954e+17,0.28205584331848127,0,0.18495464665862685
7.673368027549469e+18,0,0.14100781445445626,1
5.625603317330817e+18,0.28205584331848127,0,0.18495464665862685
4.659370983504139e+18,0.28205584331848127,0,0.18495464665862685
1.666415600831528e+18,0.28205584331848127,0,0.18495464665862685
9.094201432590424e+18,0.28205584331848127,0,0.18495464665862685
3.035658954725272e+18,0,0.14100781445445626,1
